,GHG,Net-zero Target,log_GHG,Target Status
0,24017500.0,2022.7142857142858,16.994293289266032,Achieved (self-declared)
1,356246363.6363636,2050.4761904761904,19.691133082158515,Declaration / pledge
2,487730162.38095236,2048.095238095238,20.005272864945766,In law
3,345668961.03896105,2039.9125,19.660992115032,In policy document
4,97334905.66037735,2048.6792452830186,18.393668225478944,Proposed / in discussion
