,GHG,Net-zero Target,log_GHG,Target Status
0,25472857.14285714,2022.7142857142858,17.053124017454916,Achieved
1,372680476.1904762,2050.4761904761904,19.736231978291944,Pledge
2,487730162.38095236,2048.095238095238,20.005272864945766,In law
3,348391973.68421054,2039.9125,19.668838765031474,In Policy
4,49442857.14285714,3000.0,17.716328159550258,None
5,97334905.66037735,2048.6792452830186,18.393668225478944,Proposed
